virus_unid	human_unid
Q89268	P50914
Q89268	P01591
Q89268	Q92945
Q89268	P10809
Q89268	O43809
Q89268	Q9Y230
Q89268	P05388
Q89268	Q9H845
Q89268	P08047
Q89268	P20073
Q89268	P11142
Q89268	O95373
Q89268	P15880
P15879	P11233
Q00901	P11233
P15240	P00747
P00587	Q99075
P03040	P01135
P14739	P13051
Q64770	Q66K89
Q64770	Q13547
C4P226	Q8IVU1
M0QUZ1	Q9UGN4
B9A5V9	Q6UXK2
B6DUB2	P08575
M0QUZ1	Q08708
C4P226	P01034
M0QVI9	Q8NHL6
M0QVI9	Q9UF33
Q91CB6	P08575
M0QTU7	O95297
M0QVI9	P29320
M0QTU7	P59666
M0QTU7	P20809
Q64866	P63151
Q98822	Q8TDQ0
Q98822	Q9BZW8
Q64866	Q9H7D0
Q6H1D8	Q13363
P03254	P62826
P03254	P20226
P03247	Q16611
P03247	Q12982
P03247	O60238
P03255	P62195
P03255	Q92830
P03255	Q09472
P03255	Q15326
P03255	Q92831
P03255	Q92793
P03255	Q9Y463
P03244	P04637
P03255	Q9H204
P03255	Q13200
P03255	P62333
P03255	P17980
P68951	P06748
P03244	Q9UER7
P04133	P00742
P04133	P08709
P03264	Q12857
P03255	P78396
P03255	P21675
P03255	P10827
P03255	P56545
P03255	Q9HAT0
Q6VGS8	Q9BPX1
Q6VGS8	Q92530
Q6VGT1	P55795
Q6VGT1	P41182
Q6VGT1	Q08117
Q6VGT1	Q96T49
Q6VGT1	Q04864
Q6VGT1	O00560
Q6VGT1	Q01534
Q6VGT1	Q9UJX2
Q6VGT1	Q14CM0
Q6VGT1	P05106
Q6VGT1	Q9UMS0
Q6VGT1	O43927
Q6VGT1	Q96KQ4
Q6VGT1	Q8WWY3
Q6VGT1	Q9NVL8
Q6VGT1	Q3B820
Q6VGT1	Q8N9N5
Q6VGT1	Q9Y2J4
Q6VGT1	Q8TD31
Q6VGT1	Q0VD86
Q6VGT1	Q147U7
Q6VGT1	Q8NA61
Q6VGT1	Q8NI38
Q6VGT1	Q8IUC0
Q6VGT6	P19838
Q6VGT1	Q92621
P03255	Q86WV6
P03255	O15151
P03255	P10826
P68951	Q01105
P03247	P02545
P03255	Q01860
P03255	Q13363
P03254	P22415
P03254	P45984
P03254	P15336
P03244	Q13547
Q6VGV9	O15151
Q6VGV9	P62826
P03243	P29590
P24935	Q9UI95
P03255	Q9NPA8
Q779E8	Q9UI95
P24933	P10144
P03254	P46527
Q6VGV9	Q92830
P03247	Q12981
Q71BY8	Q13363
Q6VGV9	Q92831
P03243	P49959
J9Z5B4	O00268
J9Z5B4	P78396
J9Z5B4	P28749
P06498	P42224
P04499	P14859
Q6VGV9	P42224
P03243	Q9BUJ2
Q6VGV9	Q9Y463
Q6VGV9	P17980
P04499	P27708
P03255	Q969R5
Q6VGV9	Q15326
P03243	P63165
P03254	P10826
P03243	P63279
J9Z5B4	Q08999
P03255	Q8N5T2
P03255	Q99966
P36711	P78310
Q6JGG5	P20226
P03259	P62195
P03259	Q92793
P03259	Q09472
P03259	Q99966
P03259	Q01860
P03259	P25490
P03259	Q9NPA8
P03259	P10644
P03259	P13861
P03259	P31323
P03259	P16220
P03259	P18846
P04492	Q07812
P04492	Q13323
D3JIT8	Q96DU3
P03259	P46527
P36710	Q13323
D3JIT8	Q9UIB8
D3JIT8	Q9GZX6
Q9PX39	Q9BZW8
Q9PX39	Q9P0V8
Q9PX39	Q9HBG7
P03256	P06400
Q9PX39	Q9NQ25
P03256	P10827
Q9PX39	Q13291
P03256	Q9HAT0
P08160	Q14790
Q7TDY3	Q16665
Q8V1H6	Q66K89
Q8V1H6	Q16531
Q8V1H6	Q9UHC7
Q8V1H6	Q96JM7
Q4AE16	Q13309
Q2I360	Q6Q795
Q2I360	Q96JB3
Q2I360	Q9NR19
Q2I360	P54098
Q2I360	Q8IXM3
Q2I360	P51681
Q2I360	Q13642
Q2I360	Q96S59
Q2I360	Q8IX03
Q69027	Q7Z434
P69713	Q8IUQ4
P03165	P31749
P03165	P27348
P03165	P16220
P69713	Q00987
P69713	P04637
B1Q2W9	P06748
Q784Z8	Q9GZX7
Q69027	P10275
Q9QMH9	Q16531
Q17UT5	Q8NEB9
Q76R62	Q99624
Q69027	Q9UGM5
Q05499	P19388
Q69027	Q03060
Q69028	P62487
Q76R62	P02795
A0A2Z5X739	Q96EY1
Q69027	P28062
Q69027	P57775
Q69027	Q9UNS2
K7QG91	P00403
Q69027	Q9BT78
Q69027	Q12805
Q69027	P17980
Q69027	Q9Y277
Q69027	P62191
Q69027	P67775
Q05499	Q00403
Q69027	Q15904
Q69027	P19224
Q76R62	Q08477
A0A2Z5X739	P19801
Q69028	P60903
Q8JYI4	O75843
Q69027	P10809
Q69027	P34932
Q76R62	P02766
K7QG91	P05062
Q69027	O14775
Q69027	P35638
Q9WRK6	Q9HC16
P03139	O75843
Q76R62	P11142
Q69027	Q96T23
Q76R62	P36955
Q69028	P36956
Q76R62	P13073
A0A2Z5X739	P52292
Q76R62	P17861
Q69027	P02675
Q69027	Q13526
Q76R62	Q93088
Q69027	O14818
Q76R62	P05026
Q4AE16	P19793
Q76R61	P13639
Q76R61	Q06330
Q69027	P48230
Q76R62	Q9BV35
Q69028	P07307
Q69027	O75352
Q76R62	Q969I6
Q76R61	Q53FZ2
A0A2Z5X739	Q14974
Q69027	Q92905
Q76R61	Q8IUX4
Q76R62	P00492
Q76R62	P54803
Q69027	Q14686
Q69027	P17676
Q76R62	E9PAV3
Q69027	P05981
Q69027	P18847
A0A2Z5X739	P25685
Q76R61	O96028
Q18LE1	Q96RT1
B1A9Q8	P02671
B1A9Q8	P56962
Q81013	Q96PU5
Q81013	O00308
Q81013	P43405
Q9YJQ8	P06239
P88961	Q12933
P88961	Q9Y6K9
Q98823	P40189
Q9DUN1	Q99471
Q9DUN1	P01106
Q9WNA9	P06241
Q9WNA9	P08631
Q9WNA9	P12931
Q9WNA9	P07948
Q9WNA9	P16333
Q9WNA9	P27986
Q9WNA9	Q92882
Q9WNA9	P42680
Q9WNA9	Q9Y5X1
Q9WNA9	O15259
Q9WNA9	Q9NZM3
Q9WNA9	O95153
Q2HR75	P37198
Q2HR73	Q00987
Q2HRC7	P40189
Q2HRC7	P08887
Q2HR82	P15336
Q2HR82	P17544
D0UZL9	Q96HA1
F5HFL9	Q15020
Q76RJ0	Q7Z7L7
E5LBS6	P78406
E5LBS6	P37198
Q76S40	Q66LE6
E5LBU3	Q9H6F5
Q98143	Q9Y5X1
Q76TK5	P62140
Q76TK5	P62136
Q98140	Q9H6T3
Q98140	P24928
E5LBV4	O14773
Q98131	P21912
Q76RH3	P50897
O40931	P46108
Q76RH1	P22392
Q77UV9	P26358
Q77UV9	Q93009
Q77UV9	Q15014
Q76RG2	O95249
Q76RF5	Q5JV73
Q77UU3	O94766
E5LBT9	P52292
F5HEZ4	Q12933
F5HCV3	P09874
F5HCV3	P51668
F5HCV3	P55854
F5HCV3	P61956
F5HCV3	P63279
F5HCV3	Q06330
F5HEZ4	P25963
F5HEZ4	Q13546
F5HF68	Q14653
F5HF68	Q92985
F5HF68	Q9UII4
F5HEZ4	Q13158
F5HCV3	P63165
F5HIC6	Q92793
Q2HR82	Q92793
F5HCV3	Q04725
F5HIC6	Q09472
F5HIC6	Q14653
F5HF68	Q93009
F5HEZ4	O43318
F5HF68	P10914
Q2HRB6	O60547
P88933	Q15418
P90463	Q9Y2Z0
P88925	P0C0P6
P88959	Q06124
P88933	Q8WWI1
P88924	Q9Y2Z4
Q2HRB6	P07093
P88944	P17612
Q98157	P62310
F5HCJ2	Q9H4L4
Q2HRB6	Q96LA8
P88950	P20226
P88933	Q709F0
P88959	Q86X55
Q9QR69	O00165
P88924	Q8WY36
Q98157	Q8WV44
P88961	Q13546
P88924	Q7L0Y3
P88935	Q5T447
P88934	P12004
P88911	P52294
P88951	Q9UH99
P88937	Q9UIV1
P88933	P27361
Q2HRB6	P14735
F5HCJ2	Q5SY16
Q98157	O43395
P88924	Q8N3Y7
P88959	P56545
P88937	O75175
P88947	P0DP73
F5HCV3	Q92985
P88924	O14757
P88935	Q04721
Q2HRB6	Q13438
P90463	Q02218
P88959	P33316
P88959	Q9P258
F5HCJ2	Q86XK2
P88924	Q8NC60
F5HGH5	P18074
P88937	A5YKK6
Q77Q82	P10914
P88933	Q9BXF6
P88951	Q9H4P4
P88924	P79522
P88940	Q15397
P88940	O15381
P88947	P0DP74
P88924	Q14694
P88944	O96008
P88931	P20073
P88926	P50897
P88959	P58546
P88933	P51812
P88959	Q9HA64
P88951	Q96PD5
P90463	O00330
F5HAW0	Q7L2H7
Q2HR75	P00739
P10218	P50402
P88926	Q5QP82
Q77UU3	Q99816
P88925	Q9H7B2
Q2HRB6	O00308
P88935	P13667
F5HDD0	P46108
P90463	P36957
P88950	O75683
P90489	P51668
P90463	O94826
P88924	Q96EL2
P90463	P04818
P88933	Q96C12
P88911	P52292
O92608	Q00987
F5HCJ2	Q8IZL8
P88940	P83111
P88911	O60684
P88959	Q9H8M7
P88924	Q7KZI7
P88924	O94808
Q2HRB6	Q9H0M0
P88912	P42229
P88935	O94898
P88925	O75818
P88924	Q9Y291
P88935	Q9BVX2
P90463	Q4G0N4
P88951	Q9NVP2
P88962	Q00534
F5HCJ2	Q9NXF1
P88933	Q01167
P88924	P82932
P88933	P85037
P88925	P78346
P88935	Q8IZ52
P88926	Q96MW5
P88935	P98173
P88935	Q99805
P88959	P56277
P90463	P10515
P88924	P18074
P88937	Q9NZN8
P88912	Q92905
P88959	P12955
P88930	P22392
P88925	Q96PZ0
P88950	Q9UPP1
P88925	P55265
P88950	Q8IYB3
P88933	P57772
P88935	Q9NYU1
F5HCJ2	Q9BV38
P88959	Q9NZL9
P88924	O95900
P88933	P26358
F5HGJ3	P10415
P88911	Q9UIL1
P88926	Q15172
P88933	Q01433
P88924	Q05469
P88933	P28482
Q77Q82	Q9UII4
P88959	P30566
P88933	O43255
F5HGJ3	Q9NZM5
P88926	Q9BTE7
P88935	Q9BS26
P88924	O75127
P88925	Q9NRL2
P88935	Q6PKC3
P88933	Q8IUQ4
P88933	Q15014
P88959	Q13363
Q98157	Q15020
Q2HR75	P38919
Q98157	O43172
P90463	P82909
P88937	Q9C0C2
P88959	Q86U28
F5HCJ2	Q9Y2B0
P88926	Q7L1Q6
P90463	P08559
F5HFA1	P12004
P88931	Q86T65
P88937	Q9ULM6
P88940	P56537
P88959	Q9H1A3
P88911	Q9NZC7
P88924	Q9UII4
P88933	Q15349
P88925	Q96FX7
F5HGH5	O94808
Q77Q82	Q14653
Q77Q82	Q92985
Q77Q82	Q93009
Q76RF1	Q96J02
O92608	Q96J02
Q98140	P0CAP1
Q98140	P30876
Q98140	P19388
Q2HR82	Q9UL40
Q2HR82	Q9BQ04
Q2HR82	Q9P2N5
Q2HR82	Q8TBK6
Q2HR82	Q6ZSJ8
Q2HR82	Q96GY0
Q2HR82	O15211
Q2HR82	Q8N567
Q2HR82	Q14493
Q2HR82	Q9P031
Q2HR82	Q9NUL7
Q2HR82	Q1ED39
Q2HR82	Q6ZN17
Q2HR82	Q9BRP8
Q2HR82	P20719
Q2HR82	Q8N5P1
Q2HR82	Q9ULM3
Q2HR82	P16278
O92608	P10619
O92608	P16278
O92608	Q9NUQ6
O92608	Q8IVS2
O92608	A4D1E9
O92608	Q9HCM4
O92608	Q9NP64
O92608	Q5VWQ0
O92608	Q9BY44
O92608	Q12899
O92608	P28370
Q76RH4	P21912
Q77GW0	O75170
Q77GW0	Q8N8A2
Q77GW0	O15084
Q77GW0	Q8NB46
Q77GW0	Q9UPN7
O40948	Q99442
O40948	Q9NTJ5
O40948	Q96EE4
O40948	Q09328
O40948	Q8TED1
O40948	Q10471
O40948	Q5UCC4
O40948	Q96BQ5
O92608	P01903
Q76RH4	Q16665
Q76RH4	P0CG48
Q9DUN1	Q16665
O92608	Q16665
Q9DUN1	Q93009
F5HC81	P50750
O92608	P08238
O92608	P11940
O92608	P11021
O92608	P61247
O92608	P61978
O92608	P17844
O92608	Q12905
O92608	Q14103
O92608	P62753
O92608	P29692
O92608	P50991
O92608	P62249
O92608	P61353
O92608	P27708
O92608	Q99832
O92608	Q16629
O92608	Q01130
O92608	P46778
O92608	Q99623
O92608	Q14498
O92608	P84090
O92608	P12004
O92608	P83881
O92608	Q99613
O92608	Q01780
O92608	Q32MZ4
O92608	P32969
O92608	P42677
O92608	O43167
O92608	P37108
O92608	P31153
O92608	Q08J23
O92608	Q15057
O92608	Q5C9Z4
O92608	O75643
O92608	P30153
O92608	P12268
O92608	P84243
O92608	Q15428
O92608	P57678
O92608	P05198
O92608	O95684
O92608	P09661
O92608	P62304
O92608	P63241
O92608	Q14444
O92608	Q8TCT9
O92608	Q96A05
O92608	Q96CS3
O92608	Q9BYN8
O92608	Q9P013
O92608	Q9UNM6
O92608	Q96QD9
O92608	P13796
O92608	Q9Y3Y2
O92608	Q5BKZ1
O92608	P23193
O92608	Q6NSZ9
O92608	P42356
O92608	Q9Y265
O92608	P04439
O92608	Q13360
O92608	Q93050
F5H9G3	Q93009
Q77Q82	Q9UJU2
Q77Q82	P27701
Q77Q82	Q9UKV5
O41925	P13500
O41974	Q93034
O41974	Q15369
P89884	Q14457
P89884	Q07812
O41932	Q9UHD2
P89884	Q9HCM1
P89884	P02792
P89884	Q92905
P89884	Q8NFH5
O41925	Q7Z429
P89884	P00439
P89884	Q9H074
O41927	P04196
O41966	P14625
O41966	P12814
O41931	Q9H3P7
O41931	P21860
O41931	P02675
O41931	Q9NY74
O41932	Q5SYE7
O41932	Q9UMS6
O41932	Q92558
O41932	O00401
O41939	Q7Z7A1
O41941	Q7Z3E2
O41941	Q8ND30
P88980	O75179
P88980	O14972
P88980	Q9BXL7
P88980	P35222
P88980	P28074
P88980	Q9Y6C2
O41946	O00629
O41946	Q92905
O41946	P51665
O41946	P34741
O41947	Q13137
O41947	P04196
O41947	Q8N8U9
O41946	Q9UNK0
O41947	Q9P0J7
O41947	O94953
O41947	Q96KR1
O41949	Q9NZV1
O41949	P00740
O41949	Q92748
O41951	Q15366
O41951	Q92793
O41952	P05787
O41952	Q9HCM1
O41954	Q9H2P0
O41952	Q9UNK0
O41952	P02795
O41955	P63279
O41954	Q9NYW8
O41957	Q9ULJ7
O41957	O43707
O41956	Q15629
O41957	Q9UJY4
O41957	P11021
O41957	P34932
O41957	P14625
O41957	P35749
O41957	Q9UGI0
O41957	Q15643
O41957	Q9NYW8
P88981	P27694
P88983	P12259
P88986	P0C0L5
P88983	Q96KR1
P88987	Q9BUQ8
P88987	Q5JSZ5
P88987	O94913
P88987	P55268
P88987	Q01085
P88988	Q6UXV4
P88988	P02647
P88990	P56962
P88990	Q9GZR7
P88988	P35606
P88991	Q9NZ09
P88993	O95373
P88993	Q9UL03
P88993	P02675
P88993	Q15643
P88993	Q659C4
P88992	Q86T75
P88993	P62258
P88993	Q9BSL1
P88995	P18850
P88992	O15020
P88995	P36941
P88995	O75197
P88995	P13164
P88995	Q9GZR7
P88995	Q9NPG4
P88995	Q15005
O41963	P02647
O41964	Q9NPI7
O41964	Q14152
O41969	O75925
O41969	Q9UKL3
O41964	P46777
O41969	P63279
O41969	P29144
O41969	Q9Y4B4
P89884	P02768
P89884	Q13576
P89884	P29375
P89884	Q13813
O41966	Q08379
O41931	P02768
O41932	Q3MJ40
O41931	Q4V328
O41931	P02751
O41932	O60879
O41932	Q8IZ21
O41941	Q96SN8
O41941	Q96EA4
O41941	P35580
O41941	Q9NXG0
P88980	Q9NZN5
P88980	Q9P1Z2
P88980	P46379
P88980	P07900
P88980	O94972
O41946	Q4V328
O41946	P02671
O41946	P61201
O41946	Q2M3G4
O41946	Q5VU43
O41946	Q01082
O41947	P29122
O41947	Q7Z3K3
O41947	Q96RL1
O41949	P11310
O41947	Q13127
O41947	Q86VP1
O41947	Q14966
O41949	P48960
O41949	Q9NVR5
O41949	P05106
O41949	P41235
O41949	Q5VSY0
O41949	P02751
O41949	Q8TCN5
O41949	Q96RI1
O41949	Q7Z3S9
O41949	O00339
O41949	Q8N720
O41951	Q9H4A3
O41954	O75179
O41952	Q9Y383
O41955	O00560
O41954	P30622
O41957	Q96AE4
O41957	Q5M9N0
O41957	O14640
O41957	Q08379
O41957	Q86UP2
O41957	Q7Z406
O41957	P52756
P88983	Q96ST8
P88983	Q9BVJ6
P88983	P07910
P88983	Q6ZU65
P88986	Q86V48
P88987	Q86W92
P88987	Q96KQ7
P88987	Q7KZ85
P88988	Q9H4A3
P88988	P21333
P88991	Q9UHX1
P88991	Q7Z3K3
P88993	P02768
P88991	Q9H4A3
P88991	P28290
P88993	Q96MT8
P88993	Q01082
P88993	Q96SB8
P88993	P49321
P88992	P23508
P88992	Q5W0Q7
P88992	Q5VU43
P88995	Q86VE9
P88995	Q8NA29
P88995	Q9H4A3
P88995	Q8IWB9
P88995	P36956
P88995	O75387
O41962	P21333
P88997	Q9GZU2
O41964	Q86UP2
O41964	Q14203
O41964	Q9H4A3
O41969	Q15025
O41970	Q9NXG0
O41970	Q96SN8
O41970	P02768
O41970	P02545
O41970	O00410
O41970	Q9H4A3
O41970	Q01082
Q9QAI1	Q14152
Q9QAI4	P21333
P89653	Q8NFH5
P89653	Q14457
P89653	Q07817
Q9QAH9	P63279
Q9QAI7	P02671
P89654	P52735
P89653	P10415
P89653	P02768
P89653	P02792
Q9QAI4	Q9H4A3
Q9QAH9	P29144
P89653	P00439
Q9QAI1	Q5VVJ2
Q9QAI4	P02647
Q9QAI1	Q14203
Q9QAH9	Q15025
Q9QAH9	O75925
Q9QAI7	P56962
P88995	P10415
Q9QAI4	Q6UXV4
Q9QAI1	Q86UP2
P88995	Q07817
Q9QAI2	P02647
P89653	Q92905
P89653	Q13813
P88995	Q9GZU2
Q9QAI1	Q9NPI7
O41951	A6NCC3
O41964	Q5VVJ2
P89653	P29375
Q9QAI4	P35606
Q9QAI1	Q9H4A3
P88983	O43395
P89653	Q9HCM1
Q9QAH9	Q9Y4B4
P89653	Q13576
Q9QAH9	Q9UKL3
P89653	Q9H074
P68323	P15529
Q9QJ49	P04637
Q9WSZ6	Q9ULW3
Q06093	Q12959
Q69567	P63279
Q69567	P63165
Q69567	Q9P0U3
Q69559	Q9HAU4
Q69559	Q96J02
Q66677	O95999
Q66677	Q9Y4K3
Q9YJN5	Q9Y6K9
Q66674	Q14790
Q9DGW5	P35638
Q9DGW5	P18846
Q9DGW5	P16220
Q9DGW5	Q16649
Q9DGW5	P15336
Q9DGW5	P17544
Q9DGW5	P05412
Q9DGW5	P17275
Q9DGW5	P17535
Q9DGW5	P18847
Q9DGW5	Q9NR55
Q9DGW5	Q16621
Q9DGW5	O14867
E7DBL9	P17275
E7DBL9	P17535
E7DBL9	P05412
E7DBL9	O14867
E7DBL9	P18846
E7DBL9	Q16649
E7DBL9	Q9Y5Q3
E7DBL9	P18847
E7DBL9	P35638
E7DBL9	P15336
E7DBL9	Q16621
E7DBL9	P17544
E7DBL9	P16220
E7DBL9	Q9NR55
Q1XBR6	Q14790
Q01043	Q00534
P22575	P06239
P22575	Q9UBU9
P22575	P01730
P22575	P07948
P09503	Q9UBU9
P13199	P52294
P13199	P52292
P03211	Q93009
P03211	P68400
P03211	Q07021
P03211	P19784
P03211	P52294
P03211	P55209
P03211	Q07955
P03211	P52292
Q3KSV2	Q06330
P03211	Q99848
P12978	Q15326
P03211	Q15554
P03211	Q13416
P13285	Q96J02
P13288	Q01831
Q8AZK7	Q15233
Q8AZK7	P68363
Q8AZK7	P17844
Q8AZK7	O95816
Q8AZK7	P19338
Q8AZK7	P23246
Q8AZK7	P11142
Q8AZK7	P07437
Q8AZK7	P52272
Q8AZK7	P61978
Q8AZK7	Q13200
Q8AZK7	O75953
P03230	Q15628
P03211	O43929
P03211	Q13415
P03211	Q99741
P0C762	Q9BRK4
P0C762	Q8N2S1
P0C762	P28799
P0C762	P02751
P0C762	P63010
P0C762	P08670
P0C762	Q12933
P0C762	P18545
P0C762	Q5T124
P0C762	Q9UBX5
P0C762	Q5JY77
P0C762	A1KXE4
Q3KSR8	Q9NRD5
Q1HVD6	Q49A88
Q3KSR7	Q9NSC5
Q3KSR7	Q02818
P03225	Q8N2S1
Q1HVD6	Q13164
Q1HVD6	P53634
P03225	P25788
P03225	P61289
P03225	O95236
A0A0C7TUY8	Q9UHV2
P03224	Q9NSC5
P0CK47	Q9UBX5
P0CK47	Q8N2S1
P0CK47	P28799
P0CK47	Q02818
P0CK47	Q12805
P0CK47	P46379
P0CK47	Q8WXE0
P0CK47	Q9UEW3
P0CK47	Q9NSC5
P0CK47	P63279
P0CK47	O15162
P0CK47	P55268
P0CK47	Q6PKC3
P0CK47	Q9UBP4
P0CK47	Q93062
P0CK53	Q9BYM8
P0CK53	Q96CV9
P0CK53	Q9NSC5
P0CK53	Q71U36
P0C731	Q13576
P0C731	P01857
P0CK53	Q8TF72
P0C736	Q8N2S1
P03208	Q9NSC5
P03208	O94813
P03208	P20700
P03208	P28799
P03199	P28799
P03200	Q9NSC5
Q3KSS3	Q9NSC5
Q69132	P28799
P0C722	Q9UKK3
P0C722	O15162
P0C722	O95219
P0C722	Q12805
P0C722	Q9Y371
P0C722	Q9UBX5
P0C722	Q5SRE7
P0C722	Q9BRK4
P03193	P19838
P0C734	P62136
P0C706	Q9NZQ3
P0C706	P14618
P0C706	P25788
P0C706	Q16891
P0C706	P61289
P0C706	Q99816
P0C706	Q9H8L6
Q3KSQ2	Q9Y3Q8
Q3KSQ2	Q5JY77
P0C706	Q96EP0
Q3KSQ2	Q96D09
Q3KSQ2	Q16206
P03232	Q9UBX5
Q3KSS4	Q99750
Q69114	P28799
Q3KSV2	P25788
Q3KSS4	Q9NRD5
Q3KSS4	Q99816
Q3KSV2	O43866
Q3KSV2	P15529
Q3KSV2	P30626
Q3KSV2	P09455
Q69022	Q9UBX5
Q3KSV2	Q86WN1
Q3KSV2	Q8WV28
Q69022	Q13185
Q69022	P28676
Q69022	P63167
Q69022	O95967
Q69022	O76013
Q3KST2	P22736
Q3KST2	P36578
Q69022	Q9Y371
Q69139	O43707
Q69139	P25788
Q69139	Q15942
Q69139	Q9Y371
Q69119	Q9UBX5
P0C732	P25788
A8CSJ8	Q9UHF1
P0C729	Q08380
P0C722	Q12933
P03203	Q06330
P03204	Q06330
P0C739	Q03519
P03192	P05556
P03230	P63279
P03209	P14859
P03211	P78362
P03211	O60684
Q8AZK7	P23497
P03188	Q8IUQ4
P03188	Q13077
P03188	Q13064
P03188	P31947
P03188	P14373
P03188	Q9UJV3
P03188	Q93062
P03188	Q8IYX8
P03188	Q8N6Y0
P29882	P53618
P29882	Q08379
P03188	Q7Z6G3
P29882	Q8ND90
P29882	Q13077
P29882	O15217
P29882	P07196
P29882	P14373
P29882	Q8IYX8
P29882	Q8TD10
P29882	Q8N6Y0
P29882	Q8TAP6
P29882	Q96CV9
P29882	Q6NUQ1
P29882	Q9H892
P29882	Q7Z6G3
P29882	Q9BV19
P03225	Q08379
P03225	Q53G59
P03196	Q8N5R6
P03225	P61978
P03225	P15622
P03225	Q9UBB9
P03225	Q5JR59
P03225	Q9UJV3
P03225	Q99750
P03225	Q8ND90
P03225	O96006
P03225	Q13077
P03225	P14373
P03225	Q5VU43
P03225	Q9C0F1
P03225	Q96D09
P03225	Q9BRK4
P03225	Q58DX5
P03195	Q86VP1
P03195	Q08379
P03200	Q8IUQ4
P03207	O00308
P03207	P40123
Q8AZJ3	O95273
Q8AZJ3	Q93062
Q8AZJ3	Q96R06
P03207	Q9NPJ6
P0C739	Q96QF0
Q04360	P38432
Q04360	P63279
Q04360	Q12800
Q04360	O14641
P0C739	Q8N6L0
P03211	O00505
Q04360	P61289
P03177	Q8IYX8
P03177	Q9Y2D8
P03177	Q8N5R6
P03177	Q96AA8
P03177	P07196
P30119	Q13137
Q04360	Q8N7W2
Q04360	Q5VWX1
Q04360	Q15415
Q04360	P38159
Q04360	Q93062
P03205	O43889
P03203	Q8IUQ4
P03211	Q8TBB1
P03211	Q8IYX8
P03203	Q8N9N5
P03203	Q9BUZ4
P03203	P61289
P03203	Q93062
P03204	Q93062
P03203	Q96IK5
P03204	Q9Y5V3
Q8AZK7	Q05D60
Q8AZK7	Q96KG9
Q8AZK7	O43865
Q8AZK7	Q9BUZ4
Q8AZK7	P43355
Q8AZK7	P62508
P03230	Q13077
P0C725	Q96AA8
P0C725	O14777
P0C725	Q8TBB1
P03230	Q9UMX0
P03203	P61769
P03203	Q8NHL6
P03180	Q13651
Q8AZK7	P56524
P03230	O14920
P03204	Q9Y676
P03231	P06756
P0CW72	P09603
P03230	Q9UKE5
P03230	Q9NYJ8
P03230	Q13114
P03230	O43318
P03230	Q12933
P0C723	Q12933
P0C722	Q00653
P0C723	Q00653
P0C732	P15531
P0C732	P25705
P0C732	P29966
P0C732	P30047
P0C732	P46776
P0C732	P49207
P0C732	P49755
P0C732	P50213
P0C732	P51649
P0C732	P60709
P0C732	P61254
P0C732	P62263
P0C732	P62280
P0C732	P62701
P0C732	P62841
P0C732	P62851
P0C732	P62913
P0C732	P83731
P0C732	Q09028
P0C732	Q13557
P0C732	Q15365
P0C732	Q16576
P0C732	Q16831
P0C732	Q71UM5
P0C732	Q96C36
P0C732	Q99623
P0C732	Q9BVK6
P0C732	Q9HCC0
P0C732	Q9NWM8
P03230	P21580
P12978	Q12824
P12978	P17947
P03196	P61956
P03203	P61956
P03205	P61956
P03217	P61956
P0CK53	P61956
P0CK54	P61956
P03203	P06400
P03209	P08047
P03209	P78317
P03211	P27694
P03211	P29590
P03211	Q14974
P03211	Q15573
P03211	Q53T94
P03211	Q99733
P03209	Q6VMQ6
P03211	P26583
P03203	P25788
P03230	Q92985
P13288	P61956
Q1HVB5	P23634
P0C737	Q9Y6N5
P0C737	Q15262
P0C737	Q9UJZ1
A0A0C7TUY8	P12109
P68343	Q8IUQ4
P0CK57	Q5H9R7
Q1HVB5	P50281
Q1HVD3	Q9BQB6
P0C6Z1	Q96J84
Q1HVD3	Q63ZY3
A0A0C7TUY8	P29966
P0C737	P27105
P0C737	P48060
Q1HVJ2	P43403
Q69022	Q09472
P0C763	P62508
P0CK50	Q9BQB6
P0CK57	P09486
Q1HVB3	P29597
P0CK50	Q9NP72
P03204	P20248
Q1HVG1	P19793
P0C737	P53801
P0CK57	O60763
P0C737	Q71UM5
P0C737	A3KMH1
Q8AZK7	P07900
P0C6Z1	Q13232
P0CK57	Q93062
Q1HVF7	Q92973
P0C737	P98172
P0CK57	P17858
P0C6Z1	P33527
Q1HVB5	P30530
Q69022	Q7KZF4
P0CK50	Q96JJ7
Q8AZJ7	Q13263
P0C763	Q9UFD9
P0CK57	P12109
Q1HVD3	Q96EY1
P0C737	Q96AM1
P0C737	Q7Z434
P0CK50	Q70UQ0
P0C737	Q8N6L0
Q1HVD3	P50479
P0C6Z1	Q7Z434
P0CK57	Q6P1M0
Q1HVD3	P49368
P0CK50	P24557
P0C737	Q9NZC7
Q1HVB5	P00533
P03204	P06400
P0C737	P46977
P0C737	Q9BZG1
P0CK57	O00483
P68343	Q9NSC5
P0C6Z1	Q96TC7
P0C6Z1	P05023
V5KTY7	O15294
P0CK50	P31689
P0CK57	O00469
P0C737	O14828
P0C6Z1	Q9NVI7
P0CK57	Q9UJ14
P0C737	O95297
P0C6Z1	O15173
P0C737	P10301
P0CK57	Q9UBG0
P0CK57	Q14393
P0C737	P11166
P0CK57	Q71UM5
Q1HVB5	Q8WWI1
Q1HVD3	P25786
P0C763	Q8ND90
Q1HVD3	P40227
P0CK50	Q9GZT4
P0CK50	Q9UGP8
P0CK50	Q8N2K0
P0C737	O00410
Q1HVD3	P49023
P0CK57	P04844
P0CK57	P78357
P0C737	O00264
